Genus,Species,Abundance,ID,Date,Transect,Site
Acropora,Acropora cuneata,2,161,1 /28/2005,2,South and Palfrey
Acropora,Acropora florida,2,161,1 /28/2005,2,South and Palfrey
Montipora,Montipora undata,1,161,1 /28/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,8,161,1 /28/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,161,1 /28/2005,2,South and Palfrey
Coscinaraea,Coscinaraea exesa,1,161,1 /28/2005,2,South and Palfrey
Porites,Porites massive,4,161,1 /28/2005,2,South and Palfrey
Acropora,Acropora humilis,1,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora gemmifera,4,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora fat dig,13,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora nasuta,8,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora cerealis,1,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora valida,5,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora lutkeni,1,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora intermedia,3,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora spathulata,1,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,16,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora cuneata,18,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora valida,3,162,1 /28/2005,3,South and Palfrey
Montipora,Montipora caliculata,1,162,1 /28/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,10,162,1 /28/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,5,162,1 /28/2005,3,South and Palfrey
Galaxea,Galaxea fascicularis,1,162,1 /28/2005,3,South and Palfrey
Hydnophora,Hydnophora microconos,1,162,1 /28/2005,3,South and Palfrey
Symphyllia,Symphyllia radians,1,162,1 /28/2005,3,South and Palfrey
Favia,Favia stelligera,1,162,1 /28/2005,3,South and Palfrey
Favia,Favia pallida,3,162,1 /28/2005,3,South and Palfrey
Favites,Favites halicora,3,162,1 /28/2005,3,South and Palfrey
Favites,Favites abdita,2,162,1 /28/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,5,162,1 /28/2005,3,South and Palfrey
Platygyra,Platygyra sinensis,1,162,1 /28/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,2,162,1 /28/2005,3,South and Palfrey
Platygyra,Platygyra lamellina,1,162,1 /28/2005,3,South and Palfrey
Leptastrea,Leptastrea purpurea,1,162,1 /28/2005,3,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,162,1 /28/2005,3,South and Palfrey
Coeloseris,Coeloseris mayeri,1,162,1 /28/2005,3,South and Palfrey
Montastrea,Montastrea valenciennesi,1,162,1 /28/2005,3,South and Palfrey
Pavona,Pavona varians,1,162,1 /28/2005,3,South and Palfrey
Porites,Porites massive,17,162,1 /28/2005,3,South and Palfrey
Acropora,Acropora humilis,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora gemmifera,2,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora fat dig,17,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora digitifera,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora nasuta,8,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora cerealis,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora valida,4,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora secale,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora muricata,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora robusta,5,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora intermedia,4,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora millepora,4,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora spathulata,1,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora hyacinthus,23,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora cuneata,19,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora selago,1,163,1 /28/2005,4,South and Palfrey
Montipora,Montipora monasteriata,1,163,1 /28/2005,4,South and Palfrey
Montipora,Montipora grisea,2,163,1 /28/2005,4,South and Palfrey
Montipora,Montipora spongodes,1,163,1 /28/2005,4,South and Palfrey
Pocillopora,Pocillopora damicornis,5,163,1 /28/2005,4,South and Palfrey
Pocillopora,Pocillopora verrucosa,3,163,1 /28/2005,4,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,163,1 /28/2005,4,South and Palfrey
Symphyllia,Symphyllia radians,1,163,1 /28/2005,4,South and Palfrey
Symphyllia,Symphyllia recta,2,163,1 /28/2005,4,South and Palfrey
Favia,Favia pallida,1,163,1 /28/2005,4,South and Palfrey
Favites,Favites pentagona,1,163,1 /28/2005,4,South and Palfrey
Favites,Favites abdita,1,163,1 /28/2005,4,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,163,1 /28/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,14,163,1 /28/2005,4,South and Palfrey
Goniastrea,Goniastrea aspera,1,163,1 /28/2005,4,South and Palfrey
Platygyra,Platygyra sinensis,1,163,1 /28/2005,4,South and Palfrey
Platygyra,Platygyra daedalea,4,163,1 /28/2005,4,South and Palfrey
Platygyra,Platygyra lamellina,1,163,1 /28/2005,4,South and Palfrey
Leptoria,Leptoria phrygia,1,163,1 /28/2005,4,South and Palfrey
Pavona,Pavona varians,1,163,1 /28/2005,4,South and Palfrey
Porites,Porites massive,12,163,1 /28/2005,4,South and Palfrey
Acropora,Acropora cerealis,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora valida,3,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora intermedia,5,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora tenuis,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora yongei,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora millepora,2,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora sarmentosa,2,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora hyacinthus,12,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora loripes,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora cuneata,14,164,1 /28/2005,5,South and Palfrey
Montipora,Montipora monasteriata,1,164,1 /28/2005,5,South and Palfrey
Montipora,Montipora grisea,3,164,1 /28/2005,5,South and Palfrey
Pocillopora,Pocillopora damicornis,15,164,1 /28/2005,5,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,164,1 /28/2005,5,South and Palfrey
Pocillopora,Pocillopora eydouxi,2,164,1 /28/2005,5,South and Palfrey
Stylophora,Stylophora pistillata,2,164,1 /28/2005,5,South and Palfrey
Galaxea,Galaxea fascicularis,2,164,1 /28/2005,5,South and Palfrey
Hydnophora,Hydnophora microconos,1,164,1 /28/2005,5,South and Palfrey
Seriatopora,Seriatopora hystrix,1,164,1 /28/2005,5,South and Palfrey
Symphyllia,Symphyllia recta,1,164,1 /28/2005,5,South and Palfrey
Lobophyllia,Lobophyllia hemprichii,2,164,1 /28/2005,5,South and Palfrey
Favia,Favia stelligera,3,164,1 /28/2005,5,South and Palfrey
Favia,Favia matthaii,1,164,1 /28/2005,5,South and Palfrey
Favites,Favites halicora,1,164,1 /28/2005,5,South and Palfrey
Favites,Favites abdita,5,164,1 /28/2005,5,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,164,1 /28/2005,5,South and Palfrey
Goniastrea,Goniastrea retiformis,8,164,1 /28/2005,5,South and Palfrey
Platygyra,Platygyra pini,1,164,1 /28/2005,5,South and Palfrey
Platygyra,Platygyra daedalea,1,164,1 /28/2005,5,South and Palfrey
Leptoria,Leptoria phrygia,3,164,1 /28/2005,5,South and Palfrey
Montastrea,Montastrea curta,2,164,1 /28/2005,5,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,2,164,1 /28/2005,5,South and Palfrey
Hydnophora,Hydnophora rigida,1,164,1 /28/2005,5,South and Palfrey
Echinopora,Echinopora horrida,1,164,1 /28/2005,5,South and Palfrey
Diploastrea,Diploastrea heliopora,1,164,1 /28/2005,5,South and Palfrey
Echinopora,Echinopora lamellosa,1,164,1 /28/2005,5,South and Palfrey
Montastrea,Montastrea valenciennesi,1,164,1 /28/2005,5,South and Palfrey
Porites,Porites massive,20,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora humilis,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora gemmifera,1,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora fat dig,6,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora digitifera,2,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora nasuta,6,164,1 /28/2005,5,South and Palfrey
Acropora,Acropora gemmifera,2,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora fat dig,21,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora monticulosa,1,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora nasuta,11,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora cerealis,1,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora valida,1,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora secale,1,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora lutkeni,1,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora muricata,3,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora intermedia,2,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora millepora,2,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora spathulata,3,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,16,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora loripes,2,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora cuneata,57,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora florida,1,189,1 /29/2005,1,South and Palfrey
Montipora,Montipora monasteriata,3,189,1 /29/2005,1,South and Palfrey
Montipora,Montipora grisea,5,189,1 /29/2005,1,South and Palfrey
Montipora,Montipora caliculata,1,189,1 /29/2005,1,South and Palfrey
Montipora,Montipora verrucosa,1,189,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,20,189,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,3,189,1 /29/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,189,1 /29/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,189,1 /29/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,1,189,1 /29/2005,1,South and Palfrey
Seriatopora,Seriatopora hystrix,1,189,1 /29/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,1,189,1 /29/2005,1,South and Palfrey
Symphyllia,Symphyllia agaricia,1,189,1 /29/2005,1,South and Palfrey
Lobophyllia,Lobophyllia hemprichii,2,189,1 /29/2005,1,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,189,1 /29/2005,1,South and Palfrey
Favia,Favia stelligera,1,189,1 /29/2005,1,South and Palfrey
Favites,Favites pentagona,1,189,1 /29/2005,1,South and Palfrey
Favites,Favites halicora,1,189,1 /29/2005,1,South and Palfrey
Favites,Favites abdita,3,189,1 /29/2005,1,South and Palfrey
Favites,Favites flexuosa,1,189,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,15,189,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,2,189,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra pini,1,189,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,2,189,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,2,189,1 /29/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,2,189,1 /29/2005,1,South and Palfrey
Montastrea,Montastrea annuligera,2,189,1 /29/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,189,1 /29/2005,1,South and Palfrey
Echinopora,Echinopora gemmacea,1,189,1 /29/2005,1,South and Palfrey
Diploastrea,Diploastrea heliopora,1,189,1 /29/2005,1,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,1,189,1 /29/2005,1,South and Palfrey
Porites,Porites massive,37,189,1 /29/2005,1,South and Palfrey
Acropora,Acropora humilis,2,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora gemmifera,4,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora fat dig,17,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora digitifera,5,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora nasuta,4,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora valida,3,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora secale,1,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora muricata,1,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora robusta,2,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora intermedia,1,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora millepora,1,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora spathulata,3,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,20,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora loripes,3,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora cuneata,43,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora selago,1,190,1 /29/2005,2,South and Palfrey
Montipora,Montipora grisea,4,190,1 /29/2005,2,South and Palfrey
Montipora,Montipora caliculata,1,190,1 /29/2005,2,South and Palfrey
Montipora,Montipora verrucosa,1,190,1 /29/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,21,190,1 /29/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,190,1 /29/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,2,190,1 /29/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,1,190,1 /29/2005,2,South and Palfrey
Symphyllia,Symphyllia agaricia,1,190,1 /29/2005,2,South and Palfrey
Symphyllia,Symphyllia recta,1,190,1 /29/2005,2,South and Palfrey
Favia,Favia lizardensis,1,190,1 /29/2005,2,South and Palfrey
Favia,Favia stelligera,1,190,1 /29/2005,2,South and Palfrey
Favia,Favia pallida,4,190,1 /29/2005,2,South and Palfrey
Favites,Favites pentagona,3,190,1 /29/2005,2,South and Palfrey
Favites,Favites halicora,5,190,1 /29/2005,2,South and Palfrey
Favites,Favites abdita,4,190,1 /29/2005,2,South and Palfrey
Favites,Favites flexuosa,2,190,1 /29/2005,2,South and Palfrey
Goniastrea,Goniastrea edwardsi,3,190,1 /29/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,20,190,1 /29/2005,2,South and Palfrey
Goniastrea,Goniastrea aspera,1,190,1 /29/2005,2,South and Palfrey
Platygyra,Platygyra pini,4,190,1 /29/2005,2,South and Palfrey
Platygyra,Platygyra sinensis,4,190,1 /29/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,1,190,1 /29/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,1,190,1 /29/2005,2,South and Palfrey
Montastrea,Montastrea curta,1,190,1 /29/2005,2,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,2,190,1 /29/2005,2,South and Palfrey
Coeloseris,Coeloseris mayeri,2,190,1 /29/2005,2,South and Palfrey
Porites,Porites massive,36,190,1 /29/2005,2,South and Palfrey
Acropora,Acropora gemmifera,8,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora fat dig,12,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora nasuta,6,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora lutkeni,2,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora muricata,3,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora intermedia,1,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora millepora,3,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora spathulata,4,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,21,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora loripes,1,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora cuneata,17,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora florida,1,191,1 /29/2005,3,South and Palfrey
Astreopora,Astreopora myriophthalma,1,191,1 /29/2005,3,South and Palfrey
Montipora,Montipora monasteriata,5,191,1 /29/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,11,191,1 /29/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,5,191,1 /29/2005,3,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,191,1 /29/2005,3,South and Palfrey
Stylophora,Stylophora pistillata,1,191,1 /29/2005,3,South and Palfrey
Galaxea,Galaxea fascicularis,5,191,1 /29/2005,3,South and Palfrey
Hydnophora,Hydnophora exesa,1,191,1 /29/2005,3,South and Palfrey
Favia,Favia stelligera,1,191,1 /29/2005,3,South and Palfrey
Favia,Favia pallida,3,191,1 /29/2005,3,South and Palfrey
Favites,Favites halicora,6,191,1 /29/2005,3,South and Palfrey
Favites,Favites abdita,1,191,1 /29/2005,3,South and Palfrey
Favites,Favites flexuosa,1,191,1 /29/2005,3,South and Palfrey
Goniastrea,Goniastrea edwardsi,4,191,1 /29/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,11,191,1 /29/2005,3,South and Palfrey
Goniastrea,Goniastrea aspera,2,191,1 /29/2005,3,South and Palfrey
Platygyra,Platygyra pini,3,191,1 /29/2005,3,South and Palfrey
Platygyra,Platygyra sinensis,1,191,1 /29/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,4,191,1 /29/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,1,191,1 /29/2005,3,South and Palfrey
Montastrea,Montastrea curta,2,191,1 /29/2005,3,South and Palfrey
Pavona,Pavona venosa,1,191,1 /29/2005,3,South and Palfrey
Porites,Porites massive,28,191,1 /29/2005,3,South and Palfrey
Acropora,Acropora valida,2,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora intermedia,4,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora yongei,1,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora millepora,2,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora sarmentosa,1,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora hyacinthus,11,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora loripes,1,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora cuneata,25,192,1 /29/2005,4,South and Palfrey
Montipora,Montipora crassituberculata,1,192,1 /29/2005,4,South and Palfrey
Montipora,Montipora monasteriata,2,192,1 /29/2005,4,South and Palfrey
Montipora,Montipora grisea,3,192,1 /29/2005,4,South and Palfrey
Montipora,Montipora verrucosa,1,192,1 /29/2005,4,South and Palfrey
Pocillopora,Pocillopora damicornis,14,192,1 /29/2005,4,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,192,1 /29/2005,4,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,192,1 /29/2005,4,South and Palfrey
Stylophora,Stylophora pistillata,1,192,1 /29/2005,4,South and Palfrey
Galaxea,Galaxea fascicularis,2,192,1 /29/2005,4,South and Palfrey
Symphyllia,Symphyllia radians,2,192,1 /29/2005,4,South and Palfrey
Symphyllia,Symphyllia recta,3,192,1 /29/2005,4,South and Palfrey
Favia,Favia stelligera,1,192,1 /29/2005,4,South and Palfrey
Favia,Favia pallida,3,192,1 /29/2005,4,South and Palfrey
Favites,Favites halicora,5,192,1 /29/2005,4,South and Palfrey
Favites,Favites abdita,5,192,1 /29/2005,4,South and Palfrey
Favites,Favites flexuosa,1,192,1 /29/2005,4,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,192,1 /29/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,17,192,1 /29/2005,4,South and Palfrey
Goniastrea,Goniastrea aspera,1,192,1 /29/2005,4,South and Palfrey
Platygyra,Platygyra pini,2,192,1 /29/2005,4,South and Palfrey
Platygyra,Platygyra daedalea,8,192,1 /29/2005,4,South and Palfrey
Leptoria,Leptoria phrygia,1,192,1 /29/2005,4,South and Palfrey
Montastrea,Montastrea curta,2,192,1 /29/2005,4,South and Palfrey
Montastrea,Montastrea annuligera,1,192,1 /29/2005,4,South and Palfrey
Leptastrea,Leptastrea purpurea,1,192,1 /29/2005,4,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,192,1 /29/2005,4,South and Palfrey
Coeloseris,Coeloseris mayeri,1,192,1 /29/2005,4,South and Palfrey
Echinopora,Echinopora lamellosa,1,192,1 /29/2005,4,South and Palfrey
Porites,Porites massive,25,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora humilis,1,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora gemmifera,4,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora fat dig,18,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora monticulosa,2,192,1 /29/2005,4,South and Palfrey
Acropora,Acropora nasuta,5,192,1 /29/2005,4,South and Palfrey
Montipora,Montipora grisea,3,199,1 /31/2005,1,South and Palfrey
Montipora,Montipora caliculata,1,199,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,18,199,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,4,199,1 /31/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,2,199,1 /31/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,2,199,1 /31/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,1,199,1 /31/2005,1,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,199,1 /31/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,1,199,1 /31/2005,1,South and Palfrey
Favia,Favia matthaii,1,199,1 /31/2005,1,South and Palfrey
Favia,Favia pallida,2,199,1 /31/2005,1,South and Palfrey
Favites,Favites halicora,3,199,1 /31/2005,1,South and Palfrey
Favites,Favites abdita,5,199,1 /31/2005,1,South and Palfrey
